fold,epoch,positive_count,negative_count,pos_weight,train_loss,valid_loss,f1,threshold,precision,recall,learning_rate
2,6,2148,1930,0.8985102420856611,0.021877568896245606,0.06139486310044851,0.987906976744186,0.64,0.9869888475836431,0.9888268156424581,2.6920964770339406e-05
2,7,2148,1930,0.8985102420856611,0.03381043358776963,0.04455384957102925,0.9935125115848007,0.52,0.988929889298893,0.9981378026070763,2.563589103967956e-05
2,8,2148,1930,0.8985102420856611,0.02471014394427707,0.06110509146403238,0.9887850467289719,0.38,0.9924953095684803,0.9851024208566108,2.4170545292229943e-05
2,9,2148,1930,0.8985102420856611,0.027261068020751757,0.0627503977256471,0.988909426987061,0.5,0.981651376146789,0.9962756052141527,2.2550000000000006e-05
2,10,2148,1930,0.8985102420856611,0.01237180500922942,0.07238143052085184,0.987906976744186,0.4,0.9869888475836431,0.9888268156424581,2.0801983142239843e-05
2,11,2148,1930,0.8985102420856611,0.017659200823303002,0.06687227563931682,0.9916589434661723,0.5,0.9870848708487084,0.9962756052141527,1.895640377202756e-05
2,12,2148,1930,0.8985102420856611,0.017359630178121418,0.09122259347010078,0.9898617511520738,0.87,0.9799270072992701,1.0,1.7044840264078773e-05
2,13,2148,1930,0.8985102420856611,0.01976377378359213,0.05746759083589959,0.9896907216494846,0.77,0.9962264150943396,0.9832402234636871,1.51e-05
2,14,2148,1930,0.8985102420856611,0.01045901551016499,0.05169182471597428,0.9916589434661723,0.34,0.9870848708487084,0.9962756052141527,1.315515973592123e-05
3,1,2148,1931,0.898975791433892,0.16676712619539394,0.06227352583490246,0.9879740980573543,0.86,0.9816176470588235,0.994413407821229,3e-05
3,2,2148,1931,0.898975791433892,0.06696664339561494,0.037196340907574836,0.9916589434661723,0.5,0.9870848708487084,0.9962756052141527,2.9872528434469777e-05
3,3,2148,1931,0.898975791433892,0.05027046688774064,0.048714914264563085,0.9879294336118849,0.18,0.9851851851851852,0.9906890130353817,2.949229481170712e-05
3,4,2148,1931,0.898975791433892,0.03729120864019579,0.06942642822813377,0.9850187265917603,0.26,0.9905838041431262,0.9795158286778398,2.8865805034418175e-05
3,5,2148,1931,0.898975791433892,0.03556496327161967,0.049602135620385894,0.9888475836431226,0.12,0.987012987012987,0.9906890130353817,2.8003778516388142e-05
3,6,2148,1931,0.898975791433892,0.017598949248828287,0.06821415130918103,0.9898242368177613,0.88,0.9834558823529411,0.9962756052141527,2.6920964770339406e-05
3,7,2148,1931,0.898975791433892,0.01796755058220353,0.06614040912139188,0.989786443825441,0.66,0.987037037037037,0.9925512104283054,2.563589103967956e-05
3,8,2148,1931,0.898975791433892,0.01643422968787592,0.037247223612077336,0.9925512104283054,0.73,0.9925512104283054,0.9925512104283054,2.4170545292229943e-05
3,9,2148,1931,0.898975791433892,0.011154930804140364,0.026612220935060295,0.9935125115848007,0.31,0.988929889298893,0.9981378026070763,2.2550000000000006e-05
3,10,2148,1931,0.898975791433892,0.026135779112848156,0.04497451011577178,0.9925650557620818,0.57,0.9907235621521335,0.994413407821229,2.0801983142239843e-05
3,11,2148,1931,0.898975791433892,0.022159230699991504,0.034528800720132515,0.9925650557620818,0.88,0.9907235621521335,0.994413407821229,1.895640377202756e-05
3,12,2148,1931,0.898975791433892,0.00982325878241265,0.04699917314486529,0.9925373134328358,0.5,0.994392523364486,0.9906890130353817,1.7044840264078773e-05
3,13,2148,1931,0.898975791433892,0.0151064832561195,0.03544731908144654,0.9953488372093023,0.89,0.9944237918215614,0.9962756052141527,1.51e-05
3,14,2148,1931,0.898975791433892,0.014749317894914247,0.055362144620392406,0.9916743755781684,0.88,0.9852941176470589,0.9981378026070763,1.315515973592123e-05
3,15,2148,1931,0.898975791433892,0.0038212644532704732,0.0231879132960293,0.9953488372093023,0.49,0.9944237918215614,0.9962756052141527,1.124359622797244e-05
3,16,2148,1931,0.898975791433892,0.00560045787064566,0.05450484821797789,0.9916434540389972,0.84,0.9888888888888889,0.994413407821229,9.398016857760165e-06
3,17,2148,1931,0.898975791433892,0.007172741575426942,0.03495665860564312,0.9944237918215614,0.5,0.9925788497217068,0.9962756052141527,7.650000000000003e-06
3,18,2148,1931,0.898975791433892,0.0047368392689921025,0.05409423461620593,0.9935004642525533,0.74,0.9907407407407407,0.9962756052141527,6.029454707770062e-06
3,19,2148,1931,0.898975791433892,0.0047513431227958255,0.05188694777863329,0.9935004642525533,0.69,0.9907407407407407,0.9962756052141527,4.564108960320443e-06
3,20,2148,1931,0.898975791433892,0.003870291638939208,0.04948269096040307,0.9935004642525533,0.58,0.9907407407407407,0.9962756052141527,3.2790352296605985e-06
4,1,2148,1931,0.898975791433892,0.16445207303533976,0.07758294198681692,0.981549815498155,0.27,0.9725776965265083,0.9906890130353817,3e-05
4,2,2148,1931,0.898975791433892,0.0755583854239424,0.07340639724736162,0.9861751152073732,0.85,0.9762773722627737,0.9962756052141527,2.9872528434469777e-05
4,3,2148,1931,0.898975791433892,0.07565751131228987,0.0838792710508765,0.986046511627907,0.56,0.9851301115241635,0.9869646182495344,2.949229481170712e-05
4,4,2148,1931,0.898975791433892,0.033415660355683906,0.08510634745722517,0.9852670349907919,0.56,0.9744990892531876,0.9962756052141527,2.8865805034418175e-05
4,5,2148,1931,0.898975791433892,0.044679432213778264,0.10956309219017776,0.9852941176470589,0.79,0.9727767695099818,0.9981378026070763,2.8003778516388142e-05
4,6,2148,1931,0.898975791433892,0.025273770405471175,0.10245887106598886,0.9851301115241635,0.65,0.9833024118738405,0.9869646182495344,2.6920964770339406e-05
4,7,2148,1931,0.898975791433892,0.032450224172325896,0.0667849611498962,0.989805375347544,0.88,0.985239852398524,0.994413407821229,2.563589103967956e-05
4,8,2148,1931,0.898975791433892,0.014287161507025714,0.10318185890449633,0.9870609981515711,0.83,0.9798165137614679,0.994413407821229,2.4170545292229943e-05
4,9,2148,1931,0.898975791433892,0.013632759136653436,0.08084221812488719,0.9870609981515711,0.11,0.9798165137614679,0.994413407821229,2.2550000000000006e-05
4,10,2148,1931,0.898975791433892,0.02220400431841348,0.09397663504840005,0.9871323529411765,0.26,0.9745916515426497,1.0,2.0801983142239843e-05
4,11,2148,1931,0.898975791433892,0.02098889535091889,0.08421099576862098,0.9851576994434137,0.52,0.9815157116451017,0.9888268156424581,1.895640377202756e-05
4,12,2148,1931,0.898975791433892,0.00831771270301672,0.10577452682629492,0.9851576994434137,0.8,0.9815157116451017,0.9888268156424581,1.7044840264078773e-05
4,13,2148,1931,0.898975791433892,0.004591404939794206,0.14345499204889778,0.9843893480257117,0.53,0.9710144927536232,0.9981378026070763,1.51e-05
4,14,2148,1931,0.898975791433892,0.015838551920893153,0.13634008324340596,0.9852941176470589,0.71,0.9727767695099818,0.9981378026070763,1.315515973592123e-05
