fold,epoch,positive_count,negative_count,raw_pos_weight,pos_weight_dampening,pos_weight,train_loss,valid_loss,f1,threshold,precision,recall,learning_rate
1,24,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.00409887002594675,0.053290126654881566,0.9878163074039362,0.16,0.9943396226415094,0.9813780260707635,3.2747156553022533e-07
2,1,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.11528306210330445,0.03527675745369611,0.9851576994434137,0.1,0.9815157116451017,0.9888268156424581,3e-05
2,2,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.06036451251123339,0.03291806069302017,0.9888682745825603,0.13,0.9852125693160814,0.9925512104283054,2.9872528434469777e-05
2,3,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.030587557435555607,0.02484094600356412,0.9916743755781684,0.23,0.9852941176470589,0.9981378026070763,2.949229481170712e-05
2,4,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.027544297528459067,0.052884540055047,0.9926062846580407,0.5,0.9853211009174312,1.0,2.8865805034418175e-05
2,5,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.01522117562586602,0.18088105441061533,0.9745916515426497,0.85,0.9504424778761061,1.0,2.8003778516388142e-05
2,6,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.026810078795080478,0.023748641280533275,0.9925512104283054,0.69,0.9925512104283054,0.9925512104283054,2.6920964770339406e-05
2,7,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.01299812549917722,0.032165017263690185,0.9915966386554622,0.49,0.9943820224719101,0.9888268156424581,2.563589103967956e-05
2,8,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.01758366566454933,0.12807791982503497,0.9844179651695693,0.85,0.9693140794223827,1.0,2.4170545292229943e-05
2,9,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.01905493671313057,0.039978807665679864,0.9906890130353817,0.53,0.9906890130353817,0.9906890130353817,2.2550000000000006e-05
2,10,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.010737503829291555,0.05202913554382451,0.9906890130353817,0.66,0.9906890130353817,0.9906890130353817,2.0801983142239843e-05
2,11,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.00978962715790092,0.02249507466011553,0.9934762348555451,0.19,0.9944029850746269,0.9925512104283054,1.895640377202756e-05
2,12,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.005073572816040904,0.05322901805299326,0.9907578558225508,0.26,0.9834862385321101,0.9981378026070763,1.7044840264078773e-05
2,13,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.007904690533625627,0.06710508188313956,0.9907578558225508,0.5,0.9834862385321101,0.9981378026070763,1.51e-05
2,14,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.006662669793141482,0.07336127665217004,0.9907749077490775,0.5,0.9817184643510055,1.0,1.315515973592123e-05
2,15,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.006141571603212474,0.05703717019632499,0.9925925925925926,0.53,0.9871086556169429,0.9981378026070763,1.124359622797244e-05
2,16,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.010050068694850109,0.04195571994256598,0.9925925925925926,0.49,0.9871086556169429,0.9981378026070763,9.398016857760165e-06
2,17,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.001856520934315946,0.07005383078777395,0.9907749077490775,0.73,0.9817184643510055,1.0,7.650000000000003e-06
2,18,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.0006935068616910492,0.04351630783515907,0.9935125115848007,0.66,0.988929889298893,0.9981378026070763,6.029454707770062e-06
2,19,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.004937168836873082,0.04788971555839025,0.9925925925925926,0.9,0.9871086556169429,0.9981378026070763,4.564108960320443e-06
2,20,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.0014105520790998962,0.0467461260092094,0.9925925925925926,0.7,0.9871086556169429,0.9981378026070763,3.2790352296605985e-06
2,21,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.0005051115662422969,0.05956085681565288,0.9916897506925207,0.36,0.9835164835164835,1.0,2.196221483611864e-06
2,22,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.002444361326569418,0.058147586468479784,0.9916897506925207,0.46,0.9835164835164835,1.0,1.334194965581828e-06
2,23,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.001852719448172313,0.055804660401878994,0.9916897506925207,0.12,0.9835164835164835,1.0,7.07705188292884e-07
2,24,2148,1930,0.8985102420856611,0.5,0.44925512104283055,0.0032202466867256065,0.050843897409235,0.9916589434661723,0.76,0.9870848708487084,0.9962756052141527,3.2747156553022533e-07
3,1,2148,1931,0.898975791433892,0.5,0.449487895716946,0.11824690177334601,0.021112206115103938,0.9897292250233427,0.25,0.9925093632958801,0.9869646182495344,3e-05
3,2,2148,1931,0.898975791433892,0.5,0.449487895716946,0.05216541339707772,0.08646956590777473,0.9871323529411765,0.9,0.9745916515426497,1.0,2.9872528434469777e-05
3,3,2148,1931,0.898975791433892,0.5,0.449487895716946,0.028213698288364186,0.04864796331848484,0.9888475836431226,0.9,0.987012987012987,0.9906890130353817,2.949229481170712e-05
3,4,2148,1931,0.898975791433892,0.5,0.449487895716946,0.027474188710349033,0.0425300040992968,0.9860724233983287,0.27,0.9833333333333333,0.9888268156424581,2.8865805034418175e-05
3,5,2148,1931,0.898975791433892,0.5,0.449487895716946,0.02137495524852675,0.05817529667299437,0.9898242368177613,0.77,0.9834558823529411,0.9962756052141527,2.8003778516388142e-05
3,6,2148,1931,0.898975791433892,0.5,0.449487895716946,0.015423654981219035,0.025940514942249585,0.9906890130353817,0.12,0.9906890130353817,0.9906890130353817,2.6920964770339406e-05
3,7,2148,1931,0.898975791433892,0.5,0.449487895716946,0.01744369705503959,0.029711921040628177,0.9915651358950328,0.4,0.9981132075471698,0.9851024208566108,2.563589103967956e-05
3,8,2148,1931,0.898975791433892,0.5,0.449487895716946,0.009704242351614949,0.051767611740264625,0.9926062846580407,0.64,0.9853211009174312,1.0,2.4170545292229943e-05
3,9,2148,1931,0.898975791433892,0.5,0.449487895716946,0.014934632140681586,0.015382833198423844,0.9934762348555451,0.39,0.9944029850746269,0.9925512104283054,2.2550000000000006e-05
3,10,2148,1931,0.898975791433892,0.5,0.449487895716946,0.008141017315843118,0.026092931871592485,0.9915966386554622,0.9,0.9943820224719101,0.9888268156424581,2.0801983142239843e-05
3,11,2148,1931,0.898975791433892,0.5,0.449487895716946,0.013543817874004408,0.021476080139509256,0.9934883720930232,0.5,0.9925650557620818,0.994413407821229,1.895640377202756e-05
3,12,2148,1931,0.898975791433892,0.5,0.449487895716946,0.013009948123161816,0.039122384384478154,0.9925788497217068,0.9,0.988909426987061,0.9962756052141527,1.7044840264078773e-05
3,13,2148,1931,0.898975791433892,0.5,0.449487895716946,0.013586975850578305,0.023370966132076353,0.9944237918215614,0.84,0.9925788497217068,0.9962756052141527,1.51e-05
3,14,2148,1931,0.898975791433892,0.5,0.449487895716946,0.00550979854333404,0.02661331442326649,0.9944341372912802,0.26,0.9907578558225508,0.9981378026070763,1.315515973592123e-05
3,15,2148,1931,0.898975791433892,0.5,0.449487895716946,0.0047177101393627305,0.022104405385579534,0.9962825278810409,0.5,0.9944341372912802,0.9981378026070763,1.124359622797244e-05
3,16,2148,1931,0.898975791433892,0.5,0.449487895716946,0.005034079933557245,0.02686143867406053,0.9944237918215614,0.77,0.9925788497217068,0.9962756052141527,9.398016857760165e-06
3,17,2148,1931,0.898975791433892,0.5,0.449487895716946,0.004039024905367357,0.03419623611706819,0.9935125115848007,0.89,0.988929889298893,0.9981378026070763,7.650000000000003e-06
3,18,2148,1931,0.898975791433892,0.5,0.449487895716946,0.0065627567712564965,0.025636329899985256,0.9925093632958801,0.75,0.9981167608286252,0.9869646182495344,6.029454707770062e-06
3,19,2148,1931,0.898975791433892,0.5,0.449487895716946,0.0027571871713571237,0.02990950330778347,0.9925788497217068,0.5,0.988909426987061,0.9962756052141527,4.564108960320443e-06
3,20,2148,1931,0.898975791433892,0.5,0.449487895716946,0.0014389199218306174,0.0351329852021692,0.9925925925925926,0.11,0.9871086556169429,0.9981378026070763,3.2790352296605985e-06
3,21,2148,1931,0.898975791433892,0.5,0.449487895716946,0.0032727584575142836,0.021825900845242295,0.9944237918215614,0.13,0.9925788497217068,0.9962756052141527,2.196221483611864e-06
3,22,2148,1931,0.898975791433892,0.5,0.449487895716946,0.00393027177312729,0.02692244517041713,0.9935125115848007,0.13,0.988929889298893,0.9981378026070763,1.334194965581828e-06
4,1,2148,1931,0.898975791433892,0.5,0.449487895716946,0.1098285307995571,0.11348137150631013,0.9762340036563071,0.72,0.9587073608617595,0.994413407821229,3e-05
4,2,2148,1931,0.898975791433892,0.5,0.449487895716946,0.054702757328548235,0.0989551570678223,0.9825206991720331,0.9,0.9709090909090909,0.994413407821229,2.9872528434469777e-05
4,3,2148,1931,0.898975791433892,0.5,0.449487895716946,0.03082368008283715,0.07035392860893294,0.9851851851851852,0.81,0.9797421731123389,0.9906890130353817,2.949229481170712e-05
4,4,2148,1931,0.898975791433892,0.5,0.449487895716946,0.03195323040020582,0.05663537506555029,0.986046511627907,0.68,0.9851301115241635,0.9869646182495344,2.8865805034418175e-05
4,5,2148,1931,0.898975791433892,0.5,0.449487895716946,0.022421321890907227,0.07713863081386738,0.9852670349907919,0.12,0.9744990892531876,0.9962756052141527,2.8003778516388142e-05
4,6,2148,1931,0.898975791433892,0.5,0.449487895716946,0.017734676455686903,0.07810085707798695,0.9879963065558633,0.5,0.9798534798534798,0.9962756052141527,2.6920964770339406e-05
4,7,2148,1931,0.898975791433892,0.5,0.449487895716946,0.013782251659073423,0.11068284374728177,0.9862005519779209,0.87,0.9745454545454545,0.9981378026070763,2.563589103967956e-05
4,8,2148,1931,0.898975791433892,0.5,0.449487895716946,0.018616137656196748,0.08174104104561127,0.984302862419206,0.15,0.9761904761904762,0.9925512104283054,2.4170545292229943e-05
4,9,2148,1931,0.898975791433892,0.5,0.449487895716946,0.009612429552249478,0.11505795600905921,0.9833641404805915,0.19,0.9761467889908257,0.9906890130353817,2.2550000000000006e-05
4,10,2148,1931,0.898975791433892,0.5,0.449487895716946,0.010780681530666447,0.08714760263908908,0.9833333333333333,0.12,0.9779005524861878,0.9888268156424581,2.0801983142239843e-05
4,11,2148,1931,0.898975791433892,0.5,0.449487895716946,0.011103386099409591,0.11836243909103905,0.9852941176470589,0.87,0.9727767695099818,0.9981378026070763,1.895640377202756e-05
4,12,2148,1931,0.898975791433892,0.5,0.449487895716946,0.008944612309762746,0.10062731419473973,0.9870848708487084,0.78,0.9780621572212066,0.9962756052141527,1.7044840264078773e-05
4,13,2148,1931,0.898975791433892,0.5,0.449487895716946,0.01049632448634251,0.13470845933517422,0.9843893480257117,0.5,0.9710144927536232,0.9981378026070763,1.51e-05
