fold,epoch,positive_count,negative_count,class_ratio,loss_pos_weight,label_smoothing,ema_enabled,ema_decay,train_loss,valid_loss,f1,threshold,precision,recall,head_learning_rate,backbone_learning_rate
2,3,682,496,0.7272727272727273,,0.05,True,0.999,0.20388328733083955,0.5788851396567156,0.8202247191011236,0.4,0.7849462365591398,0.8588235294117647,0.0004937344852542377,4.937570501332741e-05
2,4,682,496,0.7272727272727273,,0.05,True,0.999,0.17021860705976372,0.5022513550155017,0.8722222222222222,0.4,0.8263157894736842,0.9235294117647059,0.00047525212008881455,4.753412481077024e-05
2,5,682,496,0.7272727272727273,,0.05,True,0.999,0.131710787732249,0.45863810972291597,0.8864265927977839,0.4,0.837696335078534,0.9411764705882353,0.0004454796874687607,4.4567603913453956e-05
2,6,682,496,0.7272727272727273,,0.05,True,0.999,0.12799570161741738,0.4236023823420207,0.8953488372093024,0.46,0.8850574712643678,0.9058823529411765,0.00040591010148449756,4.0624896066282477e-05
2,7,682,496,0.7272727272727273,,0.05,True,0.999,0.11897345322400889,0.3894051139046546,0.9134328358208955,0.51,0.9272727272727272,0.9,0.0003585275464054778,3.5903705104027206e-05
2,8,682,496,0.7272727272727273,,0.05,True,0.999,0.11817419723764137,0.35797330473556,0.9289940828402367,0.49,0.9345238095238095,0.9235294117647059,0.000305707981395683,3.064077125551224e-05
2,9,682,496,0.7272727272727273,,0.05,True,0.999,0.11786087365830492,0.33119186292700215,0.9365558912386707,0.55,0.9627329192546584,0.9117647058823529,0.0002501,2.5100000000000007e-05
2,10,682,496,0.7272727272727273,,0.05,True,0.999,0.11794630484892678,0.30902798808350856,0.9467455621301775,0.52,0.9523809523809523,0.9411764705882353,0.00019449201860431706,1.9559228744487778e-05
2,11,682,496,0.7272727272727273,,0.05,True,0.999,0.1179271183262859,0.2908744822148563,0.9498525073746312,0.51,0.9526627218934911,0.9470588235294117,0.00014167245359452226,1.4296294895972808e-05
2,12,682,496,0.7272727272727273,,0.05,True,0.999,0.11797257567200879,0.27684728304545086,0.9529411764705882,0.5,0.9529411764705882,0.9529411764705882,9.428989851550252e-05,9.57510393371754e-06
2,13,682,496,0.7272727272727273,,0.05,True,0.999,0.11779405389151873,0.26448773729557895,0.9520958083832335,0.57,0.9695121951219512,0.9352941176470588,5.4720312531239445e-05,5.632396086546068e-06
2,14,682,496,0.7272727272727273,,0.05,True,0.999,0.11776090530972731,0.2550158902090423,0.9552238805970149,0.58,0.9696969696969697,0.9411764705882353,2.494787991118549e-05,2.665875189229767e-06
2,15,682,496,0.7272727272727273,,0.05,True,0.999,0.11774165956192793,0.24716605702225042,0.9532163742690059,0.44,0.9476744186046512,0.9588235294117647,6.465514745762251e-06,8.242949866725893e-07
3,1,682,496,0.7272727272727273,,0.05,True,0.999,0.661523905492598,0.7140754096362055,0.6782178217821783,0.4,0.5854700854700855,0.8058823529411765,5e-06,5.000000000000001e-07
3,2,682,496,0.7272727272727273,,0.05,True,0.999,0.37243906726051873,0.6348267505769016,0.7589743589743589,0.4,0.6727272727272727,0.8705882352941177,0.0005,5e-05
3,3,682,496,0.7272727272727273,,0.05,True,0.999,0.2039557012566484,0.5351407990163687,0.8715083798882681,0.42,0.8297872340425532,0.9176470588235294,0.0004937344852542377,4.937570501332741e-05
3,4,682,496,0.7272727272727273,,0.05,True,0.999,0.14527856425741129,0.4542345473555481,0.92,0.42,0.8944444444444445,0.9470588235294117,0.00047525212008881455,4.753412481077024e-05
3,5,682,496,0.7272727272727273,,0.05,True,0.999,0.14259129486889507,0.38946257399863937,0.9340974212034384,0.43,0.9106145251396648,0.9588235294117647,0.0004454796874687607,4.4567603913453956e-05
3,6,682,496,0.7272727272727273,,0.05,True,0.999,0.12367258419508845,0.33912554565741093,0.9418604651162791,0.47,0.9310344827586207,0.9529411764705882,0.00040591010148449756,4.0624896066282477e-05
3,7,682,496,0.7272727272727273,,0.05,True,0.999,0.12064680861900537,0.3027204704933426,0.9476744186046512,0.45,0.9367816091954023,0.9588235294117647,0.0003585275464054778,3.5903705104027206e-05
3,8,682,496,0.7272727272727273,,0.05,True,0.999,0.11889118191442992,0.27564521549510307,0.9504373177842566,0.48,0.9421965317919075,0.9588235294117647,0.000305707981395683,3.064077125551224e-05
3,9,682,496,0.7272727272727273,,0.05,True,0.999,0.11818581632321071,0.25628628414504384,0.9560117302052786,0.49,0.9532163742690059,0.9588235294117647,0.0002501,2.5100000000000007e-05
3,10,682,496,0.7272727272727273,,0.05,True,0.999,0.11805405390586432,0.2425110530691082,0.9590643274853801,0.47,0.9534883720930233,0.9647058823529412,0.00019449201860431706,1.9559228744487778e-05
3,11,682,496,0.7272727272727273,,0.05,True,0.999,0.11786739768520478,0.23278012973110693,0.9620991253644315,0.46,0.953757225433526,0.9705882352941176,0.00014167245359452226,1.4296294895972808e-05
3,12,682,496,0.7272727272727273,,0.05,True,0.999,0.11777845242634694,0.22564264381823895,0.9647058823529412,0.5,0.9647058823529412,0.9647058823529412,9.428989851550252e-05,9.57510393371754e-06
3,13,682,496,0.7272727272727273,,0.05,True,0.999,0.11779046387542894,0.2205746648262958,0.9647058823529412,0.5,0.9647058823529412,0.9647058823529412,5.4720312531239445e-05,5.632396086546068e-06
3,14,682,496,0.7272727272727273,,0.05,True,0.999,0.1177483587090957,0.2166267390153846,0.9647058823529412,0.51,0.9647058823529412,0.9647058823529412,2.494787991118549e-05,2.665875189229767e-06
3,15,682,496,0.7272727272727273,,0.05,True,0.999,0.11773554957985675,0.21378387054618525,0.9647058823529412,0.53,0.9647058823529412,0.9647058823529412,6.465514745762251e-06,8.242949866725893e-07
4,1,682,496,0.7272727272727273,,0.05,True,0.999,0.7529603279304828,0.8856005899760188,0.2,0.4,0.44,0.12941176470588237,5e-06,5.000000000000001e-07
4,2,682,496,0.7272727272727273,,0.05,True,0.999,0.3140169527565077,0.7157194180553462,0.6198083067092651,0.4,0.6783216783216783,0.5705882352941176,0.0005,5e-05
4,3,682,496,0.7272727272727273,,0.05,True,0.999,0.1901525365780084,0.5519656328116955,0.8655913978494624,0.41,0.7970297029702971,0.9470588235294117,0.0004937344852542377,4.937570501332741e-05
4,4,682,496,0.7272727272727273,,0.05,True,0.999,0.1572358558153661,0.44798629381218735,0.8969359331476323,0.45,0.8518518518518519,0.9470588235294117,0.00047525212008881455,4.753412481077024e-05
4,5,682,496,0.7272727272727273,,0.05,True,0.999,0.14165746335869936,0.38421236941603576,0.9101123595505618,0.47,0.8709677419354839,0.9529411764705882,0.0004454796874687607,4.4567603913453956e-05
4,6,682,496,0.7272727272727273,,0.05,True,0.999,0.13244644353871435,0.3457810047532425,0.9186046511627907,0.52,0.9080459770114943,0.9294117647058824,0.00040591010148449756,4.0624896066282477e-05
4,7,682,496,0.7272727272727273,,0.05,True,0.999,0.1221857193370424,0.31969629258525617,0.9265536723163842,0.44,0.8913043478260869,0.9647058823529412,0.0003585275464054778,3.5903705104027206e-05
4,8,682,496,0.7272727272727273,,0.05,True,0.999,0.11747078903664555,0.30058688898475805,0.9325842696629213,0.42,0.8924731182795699,0.9764705882352941,0.000305707981395683,3.064077125551224e-05
4,9,682,496,0.7272727272727273,,0.05,True,0.999,0.11681454999337577,0.28531725471522534,0.9352112676056338,0.43,0.8972972972972973,0.9764705882352941,0.0002501,2.5100000000000007e-05
4,10,682,496,0.7272727272727273,,0.05,True,0.999,0.11676632128466168,0.2729175317855108,0.9405099150141643,0.45,0.907103825136612,0.9764705882352941,0.00019449201860431706,1.9559228744487778e-05
4,11,682,496,0.7272727272727273,,0.05,True,0.999,0.11675450792741694,0.2624766911779131,0.9488636363636364,0.42,0.9175824175824175,0.9823529411764705,0.00014167245359452226,1.4296294895972808e-05
4,12,682,496,0.7272727272727273,,0.05,True,0.999,0.11674822672113701,0.2534150217666107,0.9570200573065902,0.46,0.9329608938547486,0.9823529411764705,9.428989851550252e-05,9.57510393371754e-06
4,13,682,496,0.7272727272727273,,0.05,True,0.999,0.11674565479083458,0.2460066996464113,0.96,0.44,0.9333333333333333,0.9882352941176471,5.4720312531239445e-05,5.632396086546068e-06
4,14,682,496,0.7272727272727273,,0.05,True,0.999,0.11674363863083624,0.24045118304336963,0.96,0.42,0.9333333333333333,0.9882352941176471,2.494787991118549e-05,2.665875189229767e-06
4,15,682,496,0.7272727272727273,,0.05,True,0.999,0.11674284499853292,0.2363458042647563,0.96,0.4,0.9333333333333333,0.9882352941176471,6.465514745762251e-06,8.242949866725893e-07
