fold,epoch,positive_count,negative_count,pos_weight,train_loss,valid_loss,f1,threshold,precision,recall,learning_rate
3,5,2148,1931,0.898975791433892,0.024775544664638563,0.06897472571213806,0.9869158878504672,0.23,0.9906191369606003,0.9832402234636871,2.8003778516388142e-05
3,6,2148,1931,0.898975791433892,0.03346646990619687,0.05271974775478139,0.989843028624192,0.16,0.9816849816849816,0.9981378026070763,2.6920964770339406e-05
3,7,2148,1931,0.898975791433892,0.029391804860608897,0.04988912030261635,0.9916589434661723,0.56,0.9870848708487084,0.9962756052141527,2.563589103967956e-05
3,8,2148,1931,0.898975791433892,0.020342443186011007,0.05028091498392871,0.9916743755781684,0.85,0.9852941176470589,0.9981378026070763,2.4170545292229943e-05
3,9,2148,1931,0.898975791433892,0.019931546550009838,0.05801958391168961,0.9907578558225508,0.76,0.9834862385321101,0.9981378026070763,2.2550000000000006e-05
3,10,2148,1931,0.898975791433892,0.018947087232391916,0.045801894506640385,0.9906890130353817,0.85,0.9906890130353817,0.9906890130353817,2.0801983142239843e-05
3,11,2148,1931,0.898975791433892,0.017566151095550948,0.05314639584265896,0.9907407407407407,0.5,0.9852670349907919,0.9962756052141527,1.895640377202756e-05
4,1,2148,1931,0.898975791433892,0.1570300071864243,0.11105665950419852,0.9775280898876404,0.9,0.9830508474576272,0.9720670391061452,3e-05
4,2,2148,1931,0.898975791433892,0.07414249731918142,0.08996639376562132,0.9823255813953489,0.5,0.9814126394052045,0.9832402234636871,2.9872528434469777e-05
4,3,2148,1931,0.898975791433892,0.04901941382814451,0.06051304668436692,0.985239852398524,0.63,0.9762340036563071,0.994413407821229,2.949229481170712e-05
4,4,2148,1931,0.898975791433892,0.04684553476510478,0.06083164786569163,0.9869646182495344,0.5,0.9869646182495344,0.9869646182495344,2.8865805034418175e-05
4,5,2148,1931,0.898975791433892,0.02728785694016792,0.10611781845784585,0.9861751152073732,0.56,0.9762773722627737,0.9962756052141527,2.8003778516388142e-05
4,6,2148,1931,0.898975791433892,0.017135983906926236,0.13714627409193195,0.9834862385321101,0.83,0.969258589511754,0.9981378026070763,2.6920964770339406e-05
4,7,2148,1931,0.898975791433892,0.035789423703303874,0.08703604354418303,0.9851301115241635,0.82,0.9833024118738405,0.9869646182495344,2.563589103967956e-05
4,8,2148,1931,0.898975791433892,0.010248259351066736,0.062422551188130414,0.9907235621521335,0.88,0.9870609981515711,0.994413407821229,2.4170545292229943e-05
4,9,2148,1931,0.898975791433892,0.017324192490684783,0.09740515208826188,0.9850746268656716,0.15,0.9869158878504672,0.9832402234636871,2.2550000000000006e-05
4,10,2148,1931,0.898975791433892,0.014406220317883382,0.09801239985508703,0.9860982391102873,0.46,0.981549815498155,0.9906890130353817,2.0801983142239843e-05
4,11,2148,1931,0.898975791433892,0.007671512472082446,0.08087317602655184,0.9879963065558633,0.83,0.9798534798534798,0.9962756052141527,1.895640377202756e-05
4,12,2148,1931,0.898975791433892,0.013646229381993358,0.10339359481072899,0.9880184331797235,0.86,0.9781021897810219,0.9981378026070763,1.7044840264078773e-05
4,13,2148,1931,0.898975791433892,0.011283120627863161,0.08999667450253807,0.9880184331797235,0.5,0.9781021897810219,0.9981378026070763,1.51e-05
4,14,2148,1931,0.898975791433892,0.010808731509186846,0.08213394560612589,0.9879740980573543,0.7,0.9816176470588235,0.994413407821229,1.315515973592123e-05
4,15,2148,1931,0.898975791433892,0.004078501687733079,0.08430511024575502,0.9907749077490775,0.48,0.9817184643510055,1.0,1.124359622797244e-05
4,16,2148,1931,0.898975791433892,0.0061344498115177,0.08090490328863596,0.9907578558225508,0.56,0.9834862385321101,0.9981378026070763,9.398016857760165e-06
4,17,2148,1931,0.898975791433892,0.003177038799295597,0.0857033796387356,0.9907578558225508,0.5,0.9834862385321101,0.9981378026070763,7.650000000000003e-06
4,18,2148,1931,0.898975791433892,0.00421336386352287,0.08127034148418795,0.9907578558225508,0.5,0.9834862385321101,0.9981378026070763,6.029454707770062e-06
4,19,2148,1931,0.898975791433892,0.004456320383335596,0.08137821125207788,0.9907578558225508,0.5,0.9834862385321101,0.9981378026070763,4.564108960320443e-06
4,20,2148,1931,0.898975791433892,0.004606513556754947,0.07978797135777976,0.9907749077490775,0.76,0.9817184643510055,1.0,3.2790352296605985e-06
4,21,2148,1931,0.898975791433892,0.004226950512686501,0.08220264108640897,0.9898617511520738,0.5,0.9799270072992701,1.0,2.196221483611864e-06
4,22,2148,1931,0.898975791433892,0.0032614190803774107,0.096776219829395,0.988950276243094,0.5,0.9781420765027322,1.0,1.334194965581828e-06
